id,label,text,len_text
22665,nao_argumento,é considerado o pior acidente de usina nuclear da história e é um dos dois classificados como um evento de nível 7 na escala internacional de eventos nucleares (o outro é o desastre nuclear de fukushima daiichi). ,37
22666,nao_argumento,"a lei price-anderson ""protege empresas de serviços nucleares, vendedores e fornecedores contra reivindicações de responsabilidade no caso de um acidente catastrófico, impondo um limite superior à responsabilidade do setor privado"". ",30
22667,nao_argumento,quais são as credenciais verdes da energia nuclear? ,8
22668,nao_argumento,"não apenas o equipamento, mas também os funcionários, gerentes, prestadores de serviços, etc. devem ter transporte para locais remotos e voltar para casa todos os dias. ",26
22669,argumento,"a indústria nuclear tem um excelente histórico de segurança, com cerca de 14.800 anos de operação do reator por cinco décadas. ",21
22670,argumento,"isso ocorre porque agora está sendo apresentado como uma solução mais benéfica para o meio ambiente, pois emite muito menos gases de efeito estufa durante a geração de eletricidade do que o carvão ou outras usinas tradicionais. ",37
22671,argumento,a energia geotérmica também é utilizável como um recurso renovável razoavelmente permanente. ,12
22672,nao_argumento,"na união européia, o pico histórico foi atingido em 1988 com 177 reatores, dos quais restam apenas 134. ",18
22673,argumento,o acidente de chernobyl que ocorreu em 26 de abril de 1986 na usina nuclear de chernobyl na ucrânia foi o pior acidente nuclear da história. ,26
22674,argumento,"o urânio é finito: assim como outras fontes de combustível, o urânio também é finito e existe em alguns países. ",20
22675,argumento,"urânio, o combustível nuclear usado para produzir energia nuclear é limitado e não pode ser produzido repetidamente sob demanda. ",19
22676,nao_argumento,"Como as usinas nucleares têm uma breve história, é cedo para avaliar os efeitos. ",14
22677,nao_argumento,"Como resultado, o preço do urânio aumentará. ",7
22678,argumento,"talvez mais significativamente, desperdiçará os recursos necessários para implementar soluções significativas para as mudanças climáticas. ",15
22679,nao_argumento,"então, conte seus fatos antes de escrever algo tão idiota. ",10
22680,nao_argumento,"para colocar isso em perspectiva, a pessoa média nos estados unidos recebe uma exposição de 300 milirem por ano a partir de fontes naturais de radiação. "" ",27
22681,nao_argumento,"não há dúvida de que o potencial da energia nuclear é enorme, mas também há desvantagens. ",16
22682,argumento,"se os custos externos são contabilizados, a energia nuclear é muito competitiva. ",12
22683,argumento,"mas como sabemos, não há nada ""pacífico"" em todas as coisas nucleares. ",12
22684,argumento,Não concordo plenamente que o vento e a energia solar tenham uma chance maior de atender às nossas necessidades em relação à energia nuclear. ,24
22685,nao_argumento,"o carvão estava com 48% de apoio, enquanto a energia solar, a energia eólica e a hidrelétrica foram favorecidas, com mais de 90% dos entrevistados. ",25
22686,nao_argumento,"e pela marca de 200.000 anos, o perigo (provavelmente muito antes) passou muito tempo devido ao fato de que a radioatividade diminui com o tempo. ",25
22687,argumento,baixa poluição: a energia nuclear também tem muito menos emissões de efeito estufa. ,13
22688,nao_argumento,a china está construindo 27 - ou mais de 40% - das 65 unidades oficialmente em construção em todo o mundo. ,21
22689,nao_argumento,"^ a b ramana, m. v. (2011). ",7
22690,argumento,transportar combustível nuclear de e para as usinas representa um risco de poluição. ,13
22691,argumento,petroleiros em uma via pública são mais perigosos do que qualquer material radioativo em trânsito em qualquer lugar. ,18
22692,argumento,"o risco de um colapso, mesmo parcial, é extremamente baixo. ",10
22693,argumento,a extensa cobertura desses acidentes foi fortemente distorcida pelos meios de comunicação de massa e ainda mais distorcida pela população ignorante que os acreditava. ,24
22694,nao_argumento,"^ a b ramana, m.v. (2009). ",6
22695,argumento,"se você já pesquisou os recursos de segurança incluídos em um reator, saberia quão baixa é a probabilidade. ",18
22696,argumento,* a maioria do urânio conhecido em todo o mundo está em terras controladas por tribos ou povos indígenas que não apóiam a mineração da terra. ,26
22697,nao_argumento,a china solicitou assistência internacional no treinamento de mais inspetores de usinas nucleares. ,13
22698,argumento,"“Não há reatores de“ próxima geração ”em operação, como reatores de alta temperatura”, os alemães constroem um que nunca entrou em operação, porque os ambientalistas criminosos o impediram, mas os chineses construíram uma cópia licenciada em Pequim. ",37
22699,nao_argumento,isso pode ser verificado verificando os jornais da Austrália Ocidental durante o período. ,13
22700,argumento,"quanto mais usinas nucleares (e abrigos de armazenamento de resíduos nucleares) forem construídas, maior a probabilidade de uma falha desastrosa em algum lugar do mundo. ",25
22701,nao_argumento,"como as usinas convencionais, um site nuclear gera eletricidade usando turbinas a vapor. ",13
22702,nao_argumento,"a pergunta fundamental que todos nós precisamos fazer é: safe é seguro continuarmos construindo novas usinas nucleares? "" ",18
22703,argumento,"os riscos da energia nuclear são reais, inerentes e duradouros. ",10
22704,argumento,usinas nucleares são o principal alvo de atividades terroristas. ,9
22705,nao_argumento,o governo respondeu atacando a cana. ,6
22706,nao_argumento,o máximo histórico de reatores operando em todo o mundo foi alcançado em 2002 com 444 unidades. ,17
22707,nao_argumento,"você pode, por exemplo, ter algum valor como 370 ngy / h em média em yangjiang (significando 3,24 msv por ano ou 324 mrem) ou 1.800 ggy / h em kerala (significando 15,8 msv por ano ou 1580 mrem). ",39
22708,nao_argumento,"isso estava na faixa alta do que a teoria previa pelo lnt, mas era ""estatisticamente compatível"". ",16
22709,nao_argumento,como as centrais nucleares se comparam? ,6
22710,argumento,a quantidade de urânio na Terra não é suficiente para nos sustentar por tempo suficiente para aliviar a necessidade de combustíveis fósseis; não estamos falando há mais de 80 anos para que o urânio restante seja extraído e usado. ,39
22711,nao_argumento,Barrie Machin foi o primeiro membro registrado da cana e ainda possui o cartão de sócio fundador. ,17
22712,nao_argumento,questões que emergem incluem: a energia nuclear é segura para os seres humanos e o meio ambiente? ,17
22713,nao_argumento,"mas, se o fizermos, tenho certeza de que nossos filhos e netos nos condenarão redondamente por nossa falta de previsão e egoísmo. ",22
22714,nao_argumento,"ver também brian martindisruption vs organisation publicado em Social Alternatives, vol. ",11
22715,argumento,"o plutônio obtido do reprocessamento não é adequado para bombas, mas é um combustível valioso que pode ser usado com urânio empobrecido como combustível de óxido misto (mox). ",28
22716,argumento,"não há reatores de ""próxima geração"" em operação, como reatores de alta temperatura e reatores ativados por feixe de partículas, que produzem menos resíduos e têm preocupações de segurança reduzidas. ",30
22717,argumento,* a maioria do urânio conhecido em todo o mundo está em terras controladas por tribos ou povos indígenas que não apóiam a mineração da terra. ,26
22718,nao_argumento,micro npps como o toshiba 4s podem até ser produzidos em massa em uma linha de montagem como carros. ,19
22719,nao_argumento,a última parte surge de alguns números mal definidos em artigos de storm smith & van leeuwin em um site antinuclear. ,21
22720,argumento,"embora as baixas não fossem tão altas, mas causaram sérias preocupações ambientais. ",12
22721,argumento,"em novembro de 2000, o mundo reconheceu a energia nuclear como uma tecnologia suja, perigosa e desnecessária, recusando-se a conceder créditos de gases de efeito estufa durante as negociações da ONU sobre mudanças climáticas no haia. ",36
22722,argumento,"as fontes de urânio são tão finitas quanto outras fontes de combustível, como carvão, gás natural etc., e são caras para minerar, refinar e transportar, além de produzir considerável desperdício ambiental (incluindo gases de efeito estufa) durante todos esses processos. ",40
22723,nao_argumento,"em lugares específicos, parte do debate é específica do local, e não sobre urânio e energia nuclear como tal. ",19
22724,nao_argumento,"governando o átomo: a política de risco, editores de transações, p. 136 ",12
22725,nao_argumento,"Bem, eu odeio dizer isso a você, mas não faz sol o suficiente em todos os lugares ou faz vento o bastante em todos os lugares para alcançar eficiência total. ",30
22726,nao_argumento,cana foi criada sob a égide do inimigo após uma reunião na universidade da Austrália Ocidental no final de 1975. ,20
22727,argumento,"Além disso, embora o custo de instalação de usinas nucleares seja moderadamente alto, o custo de operá-las é bastante baixo. ",20
22728,nao_argumento,e sabemos mais agora. ,4
22729,nao_argumento,"o prazo necessário para formalidades, planejamento e construção de uma nova usina de geração de energia nuclear está na faixa de 20 a 30 anos nas democracias ocidentais. ",28
22730,nao_argumento,a energia nuclear goza de enormes subsídios governamentais. ,8
22731,argumento,"portanto, são necessárias soluções caras para proteger a mãe terra dos efeitos devastadores da energia nuclear. ",16
22732,argumento,"o reprocessamento do combustível irradiado gera o plutônio, que provavelmente será usado em bombas. ",14
22733,nao_argumento,"para protestos públicos sobre energia nuclear, consulte movimento antinuclear. ",9
22734,nao_argumento,a mineração de urânio e a energia nuclear continuam sendo questões controversas que envolvem fatos e ideologia. ,17
22735,argumento,* subsídios e investimentos poderiam ser gastos em outras soluções (como sistemas de energia renovável). ,15
22736,argumento,"o custo do urânio, que é utilizado como combustível nesse processo, é baixo. ",13
22737,argumento,"no entanto, seu impacto ambiental e social é enorme. ",9
22738,argumento,"as consequências de um acidente seriam absolutamente devastadoras tanto para o ser humano quanto para a natureza (veja aqui, aqui ou aqui). ",22
22739,argumento,* alvo de terrorismo (assim como todas as fontes centralizadas de geração de energia). ,14
22740,nao_argumento,"em 2015, a geração de energia usando energia solar foi de 33% do total global, energia eólica acima de 17% e 1,3% para energia nuclear, devido exclusivamente ao desenvolvimento na China. ",31
22741,nao_argumento,"Gloria morreu mais tarde de câncer, provavelmente causada pelas consequências dos testes de maralinga. ",14
22742,argumento,"Atualmente, a energia nuclear economiza a emissão de 2,5 bilhões de toneladas de CO2 em relação ao carvão. ",18
22743,nao_argumento,"em 1977, barrie machin representou a cana no comitê de direção dos democratas australianos, o que foi estimulado por don chipp em grande parte em resposta à questão da mineração de urânio. ",32
22744,argumento,as pessoas podem precisar ser evacuadas permanentemente de áreas contaminadas por radiação. ,12
22745,argumento,É bom que o Greenpeace não tenha influência lá para impedir a energia mais limpa e segura de todas. ,19
22746,nao_argumento,Existe um dilema ambiental que o mantém acordado à noite? ,10
22747,argumento,o que um terrorista pode fazer com o lixo nuclear que não pode ser usado em armas nucleares? ,18
22748,argumento,"Em nenhum lugar do mundo a energia nuclear é subsidiada - pelo contrário, na Suécia e na Alemanha, ela tem um imposto especial. ",23
22749,nao_argumento,aprenda sobre outras formas de geração de energia aqui. ,9
22750,nao_argumento,* são necessárias isenções para limitar a responsabilidade das empresas em caso de acidente. ,14
22751,argumento,"níveis mais baixos de radiação podem causar danos às células que eventualmente levarão ao câncer, que pode não aparecer por anos ou mesmo décadas. ",24
22752,nao_argumento,é muito mais simples levar as coisas para outro lugar. ,10
22753,nao_argumento,"a era nuclear começou em julho de 1945, quando os EUA testaram sua primeira bomba nuclear perto de alamogordo, novo méxico. ",21
22754,nao_argumento,podemos optar por fazê-lo. ,4
22755,argumento,até um acidente grave e um colapso como em fukushima em 2011 não colocariam em risco seus vizinhos. ,18
22756,nao_argumento,"^ a b c d jacobson, marca z. ; delucchi, marque a. (2011). ",13
22757,argumento,"de fato, considerando todos os insumos, incluindo o gerenciamento de resíduos, menos de 6% da produção é necessária, geralmente apenas 2-3%. ",21
22758,nao_argumento,"a eficiência energética é vital, mas não pode deslocar a maior capacidade de geração. ",14
22759,nao_argumento,a questão subjacente é como a eletricidade é melhor produzida agora e nos próximos anos. ,15
22760,nao_argumento,"em março de 2013, os cientistas climáticos pushhar kharecha e james hansen publicaram um artigo em ciência e tecnologia ambiental, intitulado prevenção da mortalidade e das emissões de gases de efeito estufa da energia nuclear histórica e projetada. ",38
22761,argumento,várias inovações em energia nuclear tornaram a escolha muito mais viável do que outras. ,14
22762,nao_argumento,"relatório do departamento de energia ao congresso sobre a lei preço-anderson, preparado pelos EUA. departamento de energia, escritório do conselho geral. ",21
22763,nao_argumento,essas usinas fornecem menos de 7% do suprimento total de energia do mundo. ,13
22764,nao_argumento,o fechamento permanente de oito unidades de reatores na Alemanha também foi um fator. ,14
22765,nao_argumento,"até fizeram o ""experimento de chernobyl"", que funcionou com força total, desligaram todos os sistemas de segurança e refrigeração e observaram o que aconteceu. ",24
22766,nao_argumento,"certeza que sabemos sobre chernobyl, fukushima, tmi, mas adivinhem? ",9
22767,nao_argumento,"pu-239 é, mas foi demonstrado que pode ser usado como combustível nuclear em si. ",14
22768,nao_argumento,devemos escolher interromper esse processo. ,5
22769,nao_argumento,"na minha opinião, este é um artigo fortemente tendencioso no qual posso fazer tantos buracos. ",15
22770,argumento,baixos custos operacionais: a energia nuclear produz eletricidade muito barata. ,10
22771,nao_argumento,"quatorze por cento dos entrevistados gostariam de ver a energia nuclear ""aumentar muito"". ",13
22772,nao_argumento,"tome o uso da água, por exemplo. ",7
22773,argumento,"se os EUA se tornassem nucleares, teriam que construir milhares de usinas nucleares, como você pode chamar isso de centralizado? ",20
22774,argumento,"se essas armas caírem em mãos erradas, isso pode ser o fim deste mundo. ",14
22775,argumento,tal ato terrorista teria efeitos catastróficos para o mundo inteiro. ,10
22776,nao_argumento,"as usinas de energia custam aproximadamente US $ 7,9 bilhões para serem construídas. ",13
22777,nao_argumento,Fiquei profundamente decepcionado com a atitude do governo em relação à mineração de urânio. ,14
22778,nao_argumento,"o interesse pela energia nuclear está esquentando, à medida que a busca se intensifica por alternativas ""verdes"" aos combustíveis fósseis, como carvão e gás natural. ",25
22779,nao_argumento,"como geotérmica, depende muito da área. ",6
22780,nao_argumento,"a comissão reguladora nuclear dos EUA (nrc) regula os usos comerciais e institucionais da energia nuclear, incluindo usinas nucleares. ",19
22781,nao_argumento,"o Irã não conseguiu convencer ninguém de que seu antigo programa de enriquecimento clandestino tem algo a ver com seu reator de energia nuclear em construção (que será abastecido pela Rússia), e a Coréia do Norte não possui um programa de reator civil. ",43
22782,argumento,"As usinas de enriquecimento de urânio são os principais emissores de produtos químicos que danificam a camada de ozônio, especificamente o cfc-114 (freon) usado como refrigerante. ",26
22783,argumento,"alto custo: atualmente, o setor nuclear deixa o resfriamento esfriar por um período considerável de tempo, antes de misturá-lo com vidro e guardá-lo em enormes estruturas sólidas e resfriadas. ",29
22784,argumento,"com usinas nucleares, as emissões de carbono são insignificantes. ",9
22785,argumento,"a quantidade de combustível necessária para uma usina nuclear é comparativamente menor do que a exigida por outras usinas, pois a energia liberada pela fissão nuclear é aproximadamente dez milhões de vezes maior que a quantidade de energia liberada pelo átomo de combustível fóssil. ",44
22786,argumento,"em 2 de 3 colapsos não haveria mortes, em 1 em 5 haveria mais de 1.000 mortes e em 1 em 100.000 haveria 50.000 mortes. ",25
22787,argumento,qualquer reator licenciável no oeste tem uma estrutura de contenção substancial e a maioria também possui um vaso de pressão muito robusto e estruturas internas. ,25
22788,nao_argumento,"outros arquivos da mídia perth, como o abc, os canais sete e nove e as estações de rádio carregam registros de entrevistas e aparições. ",24
22789,argumento,"os resíduos são contidos e gerenciados, não liberados. ",8
22790,nao_argumento,"esse processo é chamado de 'ventilação'. "" ",7
22791,nao_argumento,em resumo: o dinheiro supera a democracia. ,7
22792,nao_argumento,Esta página foi modificada pela última vez em 14 de julho de 2016 às 02:59. ,15
22793,argumento,"se você morasse a 80 quilômetros de uma usina nuclear, receberia uma dose média de radiação de cerca de 0,01 milirem por ano. ",23
22794,argumento,vento e PV nunca poderiam atingir o requisito de morte zero que a energia nuclear precisa cumprir. ,17
22795,nao_argumento,a energia nuclear pode ajudar a reduzir as mudanças climáticas e a poluição do ar em tempo hábil? ,18
22796,argumento,o legado de contaminação ambiental e custos de saúde para mineradores e minas tem sido catastrófico. ,16
22797,argumento,"de fato, poderíamos estar produzindo 100% de nossa energia a partir de fontes renováveis ​​até 2050, e a tecnologia já está pronta para o mercado - principalmente se os subsídios para combustíveis fósseis e nucleares forem cortados. ",37
22798,nao_argumento,"estão sendo construídos cerca de 60 novos reatores de energia, mais 160 estão planejados e muitos outros são firmemente propostos. ",20
22799,nao_argumento,você realmente deve esclarecer seus fatos antes de postar algo assim. ,11
22800,nao_argumento,"* tecnologia conhecida e desenvolvida ""pronta"" para o mercado. ",9
22801,nao_argumento,ajude a melhorá-lo integrando ambos os lados em uma apresentação mais neutra ou remova este modelo se achar que essa lista é apropriada para este artigo. ,26
22802,nao_argumento,a energia do tório soa como onde precisamos concentrar nossos esforços. ,11
22803,nao_argumento,"Por último, ouvi dizer que há 20 a 30 anos longe de ser aperfeiçoado. ",14
22804,argumento,dobrar a produção nuclear do mundo reduziria as emissões de CO2 da geração de energia em cerca de um quarto. ,20
22805,nao_argumento,"bill hare, que mais tarde se tornou ativo na ACF e no Greenpeace, também fazia parte da equipe liderada por Barrie Machin. ",22
22806,nao_argumento,"a pesquisa ipsos mori descobriu que o nuclear tinha o menor suporte de qualquer tecnologia estabelecida para gerar eletricidade, com 38%. ",21
22807,nao_argumento,"nos eua, são oferecidos subsídios limitados para usinas de terceira geração iniciais, o nível (1,9 c / kwh) equivalente aos subsídios ilimitados disponíveis para a geração eólica. ",27
22808,nao_argumento,estamos procurando seus comentários e sugestões sobre prós e contras da energia nuclear e valiosas tecnologias alternativas. ,17
22809,nao_argumento,Esta página foi modificada pela última vez em 15 de janeiro de 2017 às 20:23. ,15
22810,argumento,"mais de meio século após o discurso de eisenhower, o planeta ficou com o legado de lixo nuclear. ",18
22811,argumento,"estamos profundamente perturbados que a vida das pessoas no japão esteja sendo ameaçada pela radiação nuclear no ar, na água e nos alimentos como resultado do colapso na usina nuclear de fukushima. ",32
22812,argumento,é uma fonte limpa de energia e seria rentável. ,9
22813,nao_argumento,"a nova geração de energia usando energia solar foi de 33% do total global adicionado em 2015, energia eólica acima de 17% e 1,3% para energia nuclear, devido exclusivamente ao desenvolvimento na China. ",33
22814,nao_argumento,"Da mesma forma, uma pesquisa realizada em 2013 encontrou apoio para novas usinas nucleares em 55%, com 41% a favor, abaixo do nível máximo de apoio em 2010 de 70% a favor contra 27% a favor. ",36
22815,nao_argumento,“Longo tempo de construção” causado principalmente por oponentes que vão a quadra e forçam os padrões de segurança a níveis absurdos. ,21
22816,argumento,"todo o urânio comercializado é vendido apenas para produção de eletricidade, e duas camadas de acordos internacionais de salvaguardas confirmam isso. ",21
22817,nao_argumento,tenho certeza de que ninguém deseja ler um artigo de uma página sobre o que você pensa. ,17
22818,nao_argumento,contestando o futuro da energia nuclear. ,6
22819,nao_argumento,a comparação com fontes renováveis ​​como eólica e solar (que também geram emissões durante a fase de fabricação) é menos cortada e seca. ,23
22820,argumento,"as energias renováveis ​​podem ser usadas o máximo possível, mas limitações intrínsecas (fontes difusas e intermitentes) significam que o vento e o sol nunca podem substituir economicamente fontes como carvão, gás e energia nuclear para suprimento contínuo e confiável em larga escala. ",42
22821,argumento,e quanto a todas as emissões de CO2 criadas pela fabricação e montagem de parques eólicos ou instalações de energia solar? ,21
22822,nao_argumento,"os poderes que são, universidade da imprensa de chicago, p. 137 ",11
22823,nao_argumento,não há diferença fundamental entre combustível fóssil e nuclear a esse respeito. ,12
22824,argumento,"a eficiência das usinas eólica e solar está aumentando a cada ano e pode ser usada para aliviar nossa necessidade de combustíveis fósseis, pelo menos mais do que a energia nuclear. ",31
22825,nao_argumento,"O Irã diz que precisa de energia nuclear para garantir sua segurança energética, e os esforços diplomáticos da Europa para convencê-lo do contrário seriam muito mais fáceis se fosse possível demonstrar que a energia nuclear civil era desnecessária. ",38
22826,argumento,"os números não são apoiados por evidências, e uma entrada típica de energia para energia nuclear equivale a cerca de 2-3% da produção e, mesmo se tudo isso fosse proveniente de combustível fóssil, o impacto é trivial. ",37
22827,nao_argumento,sustentabilidade: a energia nuclear é sustentável? ,6
22828,argumento,"não apenas um terrorista nunca tentou explodir uma usina nuclear, existe: a) nenhuma evidência de que um grupo terrorista esteja planejando explodir uma eb; b) um terrorista nunca tentaria fazer uma coisa dessas. ",33
22829,nao_argumento,"no Iraque em 1991, os EUA bombardeou três reatores nucleares e uma instalação piloto de enriquecimento. ",16
22830,argumento,"aumentar a quantidade de resíduos transportados, principalmente em países menos seguros, é visto como um aumento significativo no risco para o terrorismo nuclear. ",23
22831,argumento,"caso contrário, é difícil de bater. ",6
22832,argumento,eles têm alta densidade de energia em comparação com combustíveis fósseis. ,11
22833,nao_argumento,a maioria das empresas de serviços públicos disse que não construirão novas usinas sem garantias de empréstimos do governo. ,19
22834,argumento,é uma das fontes significativas de poder em todo o país. ,11
22835,nao_argumento,não é certo que uma tecnologia de próxima geração ainda não esteja pronta para implantar. ,15
22836,argumento,não depende de combustíveis fósseis e não é influenciado pela flutuação dos custos de petróleo e gás. ,17
22837,nao_argumento,é importante saber quando uma fonte é autorativa ou não. ,10
22838,argumento,contradiz flagrantemente os pensamentos de sustentabilidade se as gerações futuras tiverem que lidar com resíduos perigosos gerados pelas gerações anteriores. ,20
22839,nao_argumento,você será contatado por até três fornecedores independentes e confiáveis ​​de sistemas solares em breve (geralmente em 48 horas). ,19
22840,argumento,"não podemos ter certeza de que nosso urânio não acaba em armas, por exemplo, na França ou na China. ",19
22841,nao_argumento,muitos dos fatos da cana neste livro e no conteúdo da wikipedia anterior para a cana não eram verificáveis. ,19
22842,nao_argumento,"os preços do urânio subiram de 2001 a 2007, antes de cair. ",12
22843,argumento,"é claro que é um risco alto, mas se você colocar isso em relação à energia produzida, de repente você descobrirá que a energia nuclear é de longe a mais segura e limpa de todas as formas de energia conhecidas, que a energia solar e eólica têm 10 ou 100 vezes maiores riscos de matar alguém e mais poluição. ",59
22844,nao_argumento,o novo detente: repensando as relações leste-oeste. ,7
22845,nao_argumento,"instou à adoção de políticas de energia alternativa de longo alcance, projetadas para atender às necessidades legítimas das gerações futuras. ",20
22846,nao_argumento,"o artigo examinou os níveis de mortalidade por unidade de energia elétrica produzida a partir de combustíveis fósseis (carvão e gás natural), além da energia nuclear. ",26
22847,nao_argumento,"em vez de usar métodos benignos para gerar energia sustentável, estamos lançando nossos problemas de energia para as gerações futuras. ",20
22848,nao_argumento,"No cerne dessa divisão, existem diferentes visões de risco e crenças individuais sobre o envolvimento do público na tomada de decisões sobre alta tecnologia em larga escala. ",27
22849,nao_argumento,80 anos é apenas uma estimativa. ,6
22850,nao_argumento,"isso é algo completamente irreal, algo para um filme de catástrofe de hollywood. ",13
22851,argumento,o urânio é potencialmente perigoso para a saúde dos mineiros. ,10
22852,nao_argumento,"as unidades chinesas deveriam entrar em operação em 2014 e 2015, mas o governo chinês interrompeu a construção por questões de segurança. ",22
22853,nao_argumento,eles concluíram em nenhum link. ,5
22854,argumento,"as usinas de tório lftr não apenas produzem apenas uma pequena fração dos resíduos nucleares produzidos pelas usinas atuais, mas também podem consumir grande parte de nossos estoques de resíduos nucleares existentes adicionando certas quantidades desses resíduos diretamente ao núcleo líquido de tório / sal fundido de uma unidade operacional se planta. ",52
22855,argumento,as pessoas expostas a altos níveis de radiação morrerão ou sofrerão outras conseqüências para a saúde em dias ou semanas. ,20
22856,nao_argumento,opunha-se ao uso de portos australianos por navios movidos a energia nuclear ou armados. ,14
22857,nao_argumento,"em junho de 1981, um ataque aéreo israelense destruiu completamente a instalação de pesquisa nuclear em osirak do Iraque. ",19
22858,argumento,"Nastya, da Bielorrússia, tinha apenas três anos quando foi diagnosticada com câncer de útero e pulmões. ",16
22859,nao_argumento,"os observadores atribuem a controvérsia nuclear à impossibilidade de gerar uma percepção compartilhada entre os atores sociais sobre o uso dessa tecnologia, bem como desencontros sistêmicos entre expectativas e experiências. ",30
22860,nao_argumento,ucs tem criticado os projetos de reatores da geração iii propostos. ,11
22861,argumento,nenhuma usina de energia atômica do mundo poderia suportar um ataque semelhante ao 11 de setembro em Nova York. ,19
22862,nao_argumento,"era inevitável que eles acabassem sofrendo o que ele chamou de ""acidente normal"". ",13
22863,argumento,"As estimativas concluem que algo entre 15.000 e 30.000 pessoas perderam a vida no rescaldo de Chernobyl e mais de 2,5 milhões de ucranianos ainda estão lutando com problemas de saúde relacionados ao lixo nuclear. ",35
22864,nao_argumento,qual é o objetivo dos terroristas? ,6
22865,nao_argumento,as armas nucleares atingiram 20%. ) ,6
22866,nao_argumento,o grupo também apóia um padrão nacional de eficiência energética para eletrodomésticos. ,12
22867,argumento,não há nível seguro de exposição à radiação. ,8
22868,nao_argumento,"O jornal da Austrália Ocidental, em 25 de agosto de 1979, noticiou: ""o primeiro-ministro, sir charles court, alertou na noite passada sobre uma nova e sutil propaganda ofensiva contra a democracia. ",31
22869,argumento,os contras são apenas as mentiras padrão do greenpeace. ,9
22870,nao_argumento,arquivado a partir do original em 17 de dezembro de 2007. ,11
22871,nao_argumento,"em 2012, a parcela de eletricidade gerada por fontes renováveis ​​na alemanha era de 21,9%, em comparação com 16,0% para a energia nuclear depois que a alemanha desligou 7-8 de seus 18 reatores nucleares em 2011. ",36
22872,argumento,"além disso, uma usina nuclear não pode operar sem liberar rotineiramente a radioatividade no ar e na água através da operação normal de reatores nucleares. ",25
22873,nao_argumento,"apoio público global a fontes de energia, com base em pesquisa realizada por ipsos (2011). ",15
22874,nao_argumento,"um fim de semana em uma praia com rochas de granito na Bretanha ou na Cornualha aumenta em três vezes, um feriado de esqui em dez vezes. ",27
22875,nao_argumento,"sem essa proteção, empresas privadas não estavam dispostas a se envolver. ",11
22876,nao_argumento,"para novos tópicos, consulte os ""prós e contras da energia nuclear"". ",11
22877,nao_argumento,"Nos chamamos de ecopragmatistas e ecomodernistas, afirmam os autores de um manifesto ecomodernista. ",13
22878,argumento,"mas a energia nuclear não é realmente um sistema de zero carbono, já que você ainda precisa fabricar usinas de energia, extrair e enriquecer urânio e transportar combustível processado - os quais normalmente dependem de fontes de combustível que emitem co2. ",41
22879,argumento,"de acordo com números oficiais da ONU, o número de mortos em chernobyl é de 56 (31 trabalhadores na época, mais desde então e nove por câncer de tireóide). ",29
22880,argumento,acidentes nucleares: os resíduos radioativos produzidos podem causar sérios efeitos à saúde na vida das pessoas e no meio ambiente. ,20
22881,nao_argumento,"cane era membro da coalizão para uma Austrália livre de armas nucleares (cnfa) - uma coalizão de toda a austrália de 79 organizações, sindicatos, grupos antinucleares, centros ambientais e amigos da terra. ",32
22882,nao_argumento,"^ cardis, e; vrijheid, m; Blettner, m; Gilbert, e; hakama, m; colina, c; howe, g; Kaldor, j; muirhead, cr; Schubauer-Berigan, m; yoshimura, t; Bermann, f; cowper, g; consertar, j; hacker, c; Heinmiller, b; Marshall, m; thierry-chef, i; recuo, d; ahn, yo; amoros, e; Ashmore, p; auvinen, a; bae, jm; solano, jb; biau, a; combalote, e; deboodt, p; diez sacristão, a; eklof, m (2005). ",63
22883,argumento,"se a europa realmente quer um mundo livre de armas nucleares, tem que se comprometer a abandonar completamente a tecnologia nuclear. ",21
22884,argumento,: energia nuclear não é recurso renovável. ,7
22885,nao_argumento,desviar subsídios indiretos da indústria nuclear para a indústria fotovoltaica: retorno energético e financeiro. ,14
22886,argumento,"e que, embora a energia hidrelétrica e de biomassa destrua a maior parte da natureza de todas. ",17
22887,nao_argumento,"geotérmica: isso seria ideal, mas só funciona em locais com muita atividade tectônica, como o Havaí e a Islândia. ",19
22888,nao_argumento,"além disso, a lei price-anderson garante que a responsabilidade de um acidente com uma concessionária seja limitada em US $ 10,8 bilhões. ",22
22889,nao_argumento,"não estabeleceu metas sobre números, já que isso obviamente não podia ser previsto. ",13
22890,argumento,"o último a fechar, em 2013, gerou emissões muito reduzidas, bem abaixo de 1% do total de emissões de us cfc. ",21
22891,argumento,os custos de evacuação e remediação ambiental e os da perda de terras utilizáveis ​​podem ser enormes. ,17
22892,nao_argumento,"usinas nucleares normalmente têm altos custos de capital para a construção da usina, mas baixos custos diretos de combustível (com muitos dos custos de extração, processamento, uso e armazenamento de longo prazo externalizados). ",33
22893,argumento,"Barrie Machin, como coordenador, primeiro chamou a atenção para os perigos das usinas nucleares como alvo de terroristas, e os perigos de um vínculo com as políticas externas dos EUA em um panfleto intitulado: cúmplices do armagedom. ",37
22894,argumento,usinas nucleares usam muito mais água do que alternativas. ,9
22895,nao_argumento,requer permissão de várias autoridades internacionais e é normalmente contestada pelas pessoas que vivem nessa região. ,16
22896,nao_argumento,"neste último caso, de 2 a 2,5 litros / kwh são evaporados, dependendo das condições. ",15
22897,nao_argumento,há muitas cartas ao presidente do editor. ,7
22898,argumento,não há locais de armazenamento de resíduos em operação a longo prazo nos EUA. ,14
22899,argumento,"se o dinheiro investido na energia nuclear tivesse sido gasto em energias renováveis, o pagamento teria sido muito maior por euro investido. ",22
